zcta,population,sdi_score,fpl_100_score,sing_parent_fam_score,black_score,dropout_score,no_car_score,rent_occup_score,crowding_score,nonemp_score,unemp_score,highneeds_score,hisp_score,foreignb_score,lingisol_score,percnt_ltfpl100,percnt_singlparntfly,percnt_black,percnt_dropout,percnt_hhnocar,percnt_rentoccup,percnt_crowding,percnt_nonemp,percnt_unemp,percnt_highneeds,percnt_hispanic,percnt_frgnborn,percnt_lingisol
43066,1363,2,1,3,1,35,1,3,1,1,1,2,31,10,1,2.20,6.36,0.00,8.15,0.00,10.36,0.00,1.47,1.42,32.72,4.26,1.32,0.00
43067,1154,17,45,68,1,9,18,2,1,1,1,73,25,1,1,12.35,21.07,0.00,3.84,2.84,6.87,0.00,0.98,1.00,41.94,3.29,0.00,0.00
43068,54214,51,43,86,87,28,37,72,39,35,35,39,42,48,46,11.76,27.19,26.64,7.10,4.60,43.55,1.63,6.54,5.02,39.47,6.19,7.99,1.94
43070,135,29,1,98,1,96,1,1,1,1,1,1,1,1,1,0.00,38.46,0.00,33.33,0.00,0.00,0.00,0.00,0.00,25.93,0.00,0.00,0.00
43071,2044,38,49,16,1,65,50,14,10,85,85,2,2,7,1,13.45,10.65,0.00,14.71,5.84,18.14,0.50,12.29,11.68,31.70,0.20,1.03,0.00
43072,5688,29,41,36,11,53,5,7,28,73,73,26,5,2,1,11.26,14.51,0.47,11.60,1.34,14.20,1.20,10.15,9.97,38.41,0.79,0.07,0.00
43074,11981,3,5,7,23,13,24,11,12,2,2,12,14,9,1,3.73,8.03,1.30,4.60,3.46,16.74,0.56,2.44,2.39,36.67,1.93,1.25,0.00
43076,8694,17,24,9,10,37,17,25,10,50,50,18,3,13,1,7.86,8.94,0.37,8.61,2.82,23.10,0.47,7.79,6.27,37.52,0.40,1.71,0.00
43077,325,31,22,2,14,98,3,62,1,3,3,2,30,1,27,7.38,4.30,0.62,39.27,0.87,38.26,0.00,3.01,2.48,31.38,4.00,0.00,0.87
43078,20383,58,61,54,38,59,66,49,12,76,76,66,15,7,12,16.28,17.80,2.80,13.11,7.76,32.44,0.57,10.67,9.57,41.28,2.08,1.00,0.21
43080,5612,33,54,17,6,52,62,21,1,34,34,46,33,20,62,14.54,10.92,0.12,11.40,7.29,21.65,0.00,6.46,6.24,39.90,4.58,2.66,3.48
43081,57560,22,19,43,64,9,40,61,12,12,12,60,16,45,40,6.78,15.74,8.73,3.81,4.89,37.47,0.57,4.51,3.65,40.87,2.21,7.36,1.53
43082,31425,1,1,3,48,2,10,4,5,4,4,8,18,37,13,2.19,6.32,4.39,1.62,2.09,10.86,0.18,3.36,2.94,35.70,2.42,5.65,0.30
43084,791,26,13,80,21,61,38,3,1,3,3,6,23,4,1,5.61,24.54,1.14,13.62,4.70,10.07,0.00,2.79,2.79,35.02,3.03,0.63,0.00
43085,24815,17,12,57,55,12,17,37,26,9,9,61,34,50,47,5.37,18.37,5.85,4.42,2.74,27.76,1.15,4.12,4.11,40.90,4.74,8.34,2.01
43101,364,79,94,97,1,90,74,20,1,96,96,77,1,1,1,32.14,38.10,0.00,25.85,9.22,21.28,0.00,17.24,16.45,42.31,0.00,0.00,0.00
43102,4813,23,24,49,4,46,3,29,23,4,4,28,7,3,1,7.78,16.96,0.04,10.28,1.08,24.94,1.02,3.26,3.09,38.58,1.06,0.39,0.00
43103,11782,24,40,26,5,44,26,25,9,12,12,19,14,4,1,11.18,12.70,0.08,9.83,3.56,23.24,0.45,4.48,3.87,37.74,1.92,0.57,0.00
43105,8470,24,31,37,5,25,25,24,31,55,55,19,12,4,1,9.23,14.70,0.05,6.48,3.49,22.83,1.30,8.24,7.90,37.70,1.77,0.55,0.00
43106,1636,86,90,86,26,71,63,69,86,85,85,19,69,48,85,28.54,27.05,1.53,16.60,7.34,41.72,6.56,12.24,11.95,37.71,16.75,7.89,10.00
43107,3396,45,66,22,9,48,31,34,55,71,71,10,3,1,1,17.86,12.02,0.35,10.57,4.03,26.70,2.40,9.88,8.21,36.25,0.44,0.00,0.00
43109,95,45,27,100,1,47,41,49,1,36,36,1,1,1,1,8.42,64.71,0.00,10.29,5.00,32.50,0.00,6.67,6.25,26.32,0.00,0.00,0.00
43110,36208,29,24,49,85,17,16,57,61,23,23,69,18,40,31,7.77,16.95,23.80,5.24,2.67,35.63,2.81,5.54,4.83,41.55,2.46,6.31,1.07
43111,265,73,79,100,1,70,95,19,1,100,100,100,1,1,1,22.26,63.64,0.00,16.03,24.43,20.61,0.00,28.00,25.93,74.34,0.00,0.00,0.00
43112,4128,10,5,11,6,22,42,13,13,40,40,82,1,2,1,3.71,9.49,0.17,6.11,5.05,17.70,0.61,6.93,6.92,42.85,0.00,0.15,0.00
43113,23540,51,55,41,34,56,48,53,35,55,55,77,7,4,1,14.87,15.39,2.26,12.42,5.67,33.82,1.45,8.28,7.88,42.30,1.05,0.52,0.00
43115,1525,73,96,57,17,80,84,34,8,79,79,10,2,1,1,34.87,18.38,0.85,20.17,12.45,26.63,0.38,11.08,10.30,36.39,0.13,0.00,0.00
43116,1517,3,3,20,8,17,3,6,1,15,15,8,13,23,1,2.92,11.60,0.26,5.30,1.07,12.88,0.00,4.88,4.99,35.93,1.91,3.16,0.00
43117,181,14,1,1,1,69,1,1,1,100,100,1,1,1,1,0.00,0.00,0.00,15.79,0.00,0.00,0.00,56.07,56.07,12.15,0.00,0.00,0.00
43119,28115,43,46,56,56,45,22,42,76,24,24,33,53,51,68,12.55,18.16,6.08,10.05,3.29,29.56,4.28,5.69,4.73,38.96,9.09,8.72,4.37
43123,61803,29,33,43,45,41,32,39,21,16,16,25,10,20,25,9.73,15.83,3.89,9.25,4.14,28.65,0.95,4.96,4.70,38.27,1.54,2.77,0.79
43125,13163,29,24,43,75,27,28,61,29,20,20,93,21,18,27,7.90,15.89,14.37,6.94,3.79,37.78,1.22,5.37,4.70,44.82,2.84,2.39,0.87
43126,394,52,83,51,1,51,2,59,1,45,45,96,2,1,1,23.98,17.31,0.00,11.35,0.63,36.48,0.00,7.37,7.07,46.45,0.25,0.00,0.00
43127,113,22,91,1,1,1,1,1,1,100,100,1,1,1,1,29.20,0.00,0.00,0.00,0.00,0.00,0.00,24.21,24.21,15.04,0.00,0.00,0.00
43128,2219,61,61,67,39,71,19,62,38,55,55,26,7,1,1,16.30,20.77,2.93,16.47,2.98,37.92,1.60,8.22,8.42,38.44,1.17,0.00,0.00
43130,59566,60,60,54,32,52,73,59,38,58,58,52,12,7,15,16.10,17.86,2.01,11.53,9.04,36.89,1.57,8.51,8.33,40.28,1.73,1.03,0.36
43135,4531,59,80,14,1,72,43,30,79,79,79,57,5,3,1,22.69,10.18,0.00,16.90,5.15,25.27,4.80,11.09,11.86,40.61,0.77,0.46,0.00
43136,494,24,23,58,36,15,1,76,1,3,3,100,6,29,1,7.69,18.55,2.43,4.82,0.00,46.15,0.00,2.79,3.00,52.02,1.01,4.05,0.00
43137,1501,24,16,23,11,50,2,5,67,98,98,8,13,55,1,6.13,12.18,0.47,11.16,0.47,12.40,3.30,19.41,18.98,35.84,1.87,9.86,0.00
43138,18534,59,70,63,13,56,59,40,28,67,67,41,5,8,18,18.93,19.61,0.61,12.42,6.87,29.00,1.22,9.38,8.84,39.58,0.88,1.17,0.47
43140,24424,50,34,60,68,70,66,54,12,38,38,2,16,13,29,9.82,19.07,10.11,16.27,7.90,34.43,0.59,6.75,5.86,31.33,2.19,1.75,0.99
43142,178,85,99,89,1,93,18,80,1,100,100,97,1,1,1,41.48,29.03,0.00,29.03,2.90,49.28,0.00,25.81,24.62,47.19,0.00,0.00,0.00
43143,5498,41,44,36,8,54,60,35,37,31,31,24,5,2,13,12.07,14.52,0.27,11.86,7.00,27.20,1.54,6.25,5.60,38.20,0.75,0.24,0.27
43144,369,28,44,44,1,15,13,45,43,20,20,87,4,1,1,11.99,16.00,0.00,4.89,2.41,30.72,1.81,5.33,4.60,43.63,0.54,0.00,0.00
43145,1636,37,38,38,1,57,28,37,10,66,66,4,5,2,1,10.73,14.87,0.00,12.71,3.79,28.01,0.49,9.28,8.92,34.35,0.73,0.24,0.00
43146,12303,22,30,24,68,75,5,5,18,13,13,1,10,10,9,9.07,12.36,10.11,18.04,1.33,11.87,0.80,4.59,3.78,26.77,1.49,1.38,0.06
43147,39510,5,5,15,74,8,10,11,27,27,27,5,13,33,20,3.63,10.46,13.37,3.42,2.08,16.89,1.15,5.89,4.28,34.80,1.89,4.80,0.55
43148,2382,53,71,30,23,62,14,50,64,50,50,13,3,1,1,19.26,13.40,1.30,13.87,2.52,32.96,3.02,7.75,8.19,36.86,0.29,0.00,0.00
43149,2812,19,24,20,1,33,6,19,81,15,15,92,1,2,1,7.79,11.51,0.00,7.86,1.59,20.71,5.25,4.90,4.69,44.67,0.00,0.25,0.00
43150,2341,37,46,35,18,78,3,10,74,17,17,96,4,1,1,12.43,14.35,0.94,19.27,0.99,16.28,4.07,5.10,4.96,46.26,0.64,0.00,0.00
43151,196,14,5,64,1,16,19,22,1,22,22,91,1,4,1,3.57,20.00,0.00,5.04,2.94,22.06,0.00,5.49,5.38,44.39,0.00,0.51,0.00
43152,748,46,71,2,1,54,53,51,33,42,42,10,1,7,1,19.25,5.12,0.00,11.92,6.19,33.33,1.37,7.07,6.82,36.36,0.00,1.07,0.00
43153,922,28,18,37,1,41,19,9,84,72,72,57,1,3,1,6.67,14.75,0.00,9.21,2.93,15.54,6.16,10.06,10.27,40.67,0.00,0.33,0.00
43154,3357,21,13,5,1,56,2,30,48,57,57,26,2,1,1,5.64,7.30,0.00,12.45,0.61,25.55,2.02,8.42,7.83,38.43,0.12,0.00,0.00
43155,2496,17,27,40,1,7,1,13,28,77,77,2,7,3,1,8.37,15.32,0.00,3.39,0.20,17.76,1.21,10.76,10.49,32.13,1.08,0.40,0.00
43156,221,27,28,35,46,64,27,4,1,70,70,18,30,1,1,8.60,14.29,4.07,14.29,3.66,10.98,0.00,9.82,9.91,37.56,4.07,0.00,0.00
43157,539,63,89,25,1,79,81,54,1,33,33,3,15,5,1,27.27,12.59,0.00,19.55,11.06,34.56,0.00,6.43,6.12,33.77,2.04,0.74,0.00
43158,260,55,81,28,1,86,66,1,1,100,100,1,1,1,1,23.08,13.10,0.00,23.16,7.84,3.92,0.00,29.91,29.91,23.08,0.00,0.00,0.00
43160,22431,70,70,71,32,65,63,69,29,59,59,61,6,9,23,18.92,21.95,2.03,14.49,7.36,41.75,1.22,8.59,8.44,40.89,0.91,1.30,0.71
43162,6885,32,33,30,15,48,41,27,51,37,37,38,4,6,1,9.69,13.51,0.68,10.58,5.01,24.01,2.16,6.72,6.90,39.36,0.54,0.84,0.00
43164,2157,54,52,71,1,75,30,46,22,32,32,37,3,1,1,14.11,21.77,0.00,17.79,3.97,31.51,0.96,6.28,6.04,39.31,0.32,0.00,0.00
43201,30586,81,100,91,72,34,90,99,12,56,56,54,31,47,56,54.24,30.61,12.48,8.02,16.35,81.93,0.60,8.32,6.48,40.41,4.24,7.77,2.79
43202,22313,57,83,35,46,15,80,95,33,11,11,30,15,69,73,24.22,14.35,4.10,4.90,10.73,66.98,1.40,4.38,4.27,38.75,2.13,15.47,5.43
43203,7832,96,100,100,98,65,97,98,59,97,97,57,23,37,42,49.18,50.18,69.05,14.65,38.09,76.03,2.62,18.01,8.89,40.67,3.05,5.69,1.66
43204,39897,82,89,79,72,78,73,83,62,22,22,27,44,45,49,28.06,24.37,12.71,19.18,8.97,51.48,2.89,5.51,5.42,38.52,6.79,7.37,2.24
43205,13030,93,97,99,97,69,95,94,37,97,97,24,14,13,15,37.55,42.72,64.40,15.91,24.88,65.59,1.56,18.32,8.23,38.19,1.96,1.77,0.35
43206,22087,86,87,95,93,66,85,86,18,86,86,38,13,24,21,26.36,34.25,43.87,15.00,13.06,54.09,0.81,12.54,5.98,39.38,1.83,3.26,0.60
43207,47124,88,85,86,86,87,79,70,65,88,88,42,31,28,36,24.93,27.41,25.81,23.47,10.27,42.20,3.10,13.10,8.74,39.67,4.32,3.93,1.35
43209,28790,49,51,74,88,13,72,72,18,33,33,81,20,43,51,13.81,22.54,28.20,4.54,8.87,43.57,0.80,6.42,4.92,42.68,2.63,6.73,2.34
43210,10889,76,99,7,49,26,94,100,92,98,98,98,22,62,100,42.05,8.09,4.51,6.68,22.58,100.00,10.04,19.58,20.24,48.23,2.87,12.21,34.77
43211,21322,99,100,100,97,88,94,92,75,99,99,48,28,28,48,44.98,48.79,63.37,24.87,21.96,62.59,4.15,21.72,17.01,40.02,3.69,3.90,2.13
43212,19119,29,37,22,34,2,62,91,7,2,2,86,18,44,47,10.55,11.91,2.25,1.98,7.31,61.32,0.33,2.64,2.85,43.33,2.45,7.17,2.00
43213,32570,91,87,92,92,72,88,94,73,79,79,88,63,64,67,26.10,31.18,39.94,16.80,14.87,66.31,3.87,11.11,8.07,43.82,13.40,13.05,4.28
43214,26434,25,31,29,45,8,66,58,16,7,7,73,22,35,39,9.27,13.29,3.89,3.55,7.77,36.07,0.72,3.94,3.53,41.93,2.92,5.24,1.49
43215,13197,57,76,46,71,15,94,98,4,20,20,49,23,49,32,21.08,16.41,12.04,4.94,24.14,78.85,0.10,5.30,3.27,40.15,3.10,8.10,1.13
43217,2594,80,93,100,80,53,2,100,86,26,26,22,37,11,1,31.12,54.34,18.39,11.79,0.78,96.74,6.52,5.87,5.13,37.97,5.20,1.46,0.00
43219,28305,93,93,97,98,66,89,86,81,91,91,96,41,68,72,31.65,37.00,71.45,14.97,15.34,54.58,5.14,13.94,13.79,46.00,5.95,14.63,5.38
43220,26339,18,25,17,39,6,15,74,13,10,10,88,25,65,68,8.03,10.96,2.94,3.03,2.54,44.88,0.63,4.28,4.75,43.71,3.34,13.23,4.44
43221,32368,11,18,37,37,1,11,33,14,7,7,38,22,44,43,6.61,14.69,2.61,1.26,2.11,26.55,0.66,3.96,3.60,39.35,2.98,7.10,1.76
43222,3918,99,99,96,77,97,91,94,83,98,98,94,33,16,23,43.85,36.36,16.03,38.07,17.67,66.18,5.81,18.36,19.33,45.35,4.52,2.19,0.69
43223,25565,97,97,95,84,92,90,85,79,94,94,32,32,36,31,36.55,33.91,23.34,27.63,16.22,53.00,4.82,15.32,12.16,38.90,4.41,5.55,1.09
43224,39958,91,89,95,92,82,88,83,72,67,67,38,42,76,81,27.94,34.68,38.09,20.70,14.42,51.67,3.75,9.41,6.92,39.39,6.22,19.75,7.83
43227,22959,90,88,97,96,74,90,80,53,85,85,46,55,59,72,26.88,36.53,57.19,17.61,15.88,49.29,2.30,12.21,8.79,39.89,9.62,11.21,5.17
43228,55335,88,87,90,76,79,61,88,78,62,62,84,67,69,77,26.23,29.58,15.28,19.38,7.08,56.73,4.56,8.92,6.91,43.15,15.44,15.09,6.43
43229,48597,80,79,92,93,64,70,90,56,27,27,74,53,77,73,22.22,31.05,41.85,14.27,8.47,59.28,2.44,5.90,5.16,41.96,9.22,19.89,5.44
43230,55313,21,14,46,78,14,33,54,22,16,16,46,20,44,27,5.84,16.32,16.40,4.76,4.20,34.47,0.99,5.03,4.18,39.91,2.63,7.11,0.88
43231,19624,67,62,91,93,34,56,76,53,67,67,67,33,76,54,16.62,30.38,41.93,8.10,6.46,46.21,2.29,9.38,6.34,41.38,4.57,19.56,2.64
43232,43204,85,84,98,96,51,83,89,56,80,80,54,29,47,56,24.34,39.02,56.38,11.38,12.01,58.50,2.44,11.25,7.56,40.46,3.97,7.65,2.84
43235,41814,32,25,42,50,13,43,78,49,3,3,74,44,67,63,8.14,15.72,4.77,4.46,5.16,47.58,2.06,2.90,2.92,41.98,6.80,14.05,3.59
43240,3816,25,18,33,55,2,14,84,67,4,4,91,31,70,76,6.61,13.92,5.82,1.67,2.46,51.97,3.29,3.23,2.54,44.29,4.19,15.99,6.41
43302,54485,71,77,62,59,66,73,56,40,78,78,16,18,11,27,21.24,19.57,6.91,14.92,8.95,35.18,1.68,11.01,9.90,37.29,2.41,1.46,0.89
43310,3154,28,49,16,8,40,39,8,64,29,29,9,2,2,21,13.34,10.70,0.29,9.16,4.78,14.88,3.01,6.06,6.33,36.02,0.22,0.25,0.62
43311,19124,61,61,76,44,51,58,53,41,57,57,40,11,12,20,16.34,23.22,3.79,11.26,6.77,34.06,1.70,8.44,7.75,39.51,1.68,1.64,0.57
43314,3066,5,11,7,1,26,5,2,9,23,23,82,2,2,11,5.21,8.22,0.00,6.75,1.33,8.87,0.44,5.59,5.46,42.86,0.16,0.07,0.18
43315,6622,44,55,53,15,63,34,22,37,31,31,5,2,3,1,14.72,17.58,0.71,14.07,4.33,22.13,1.55,6.22,6.26,34.81,0.11,0.36,0.00
43316,6081,33,30,52,7,38,47,40,9,39,39,25,13,2,1,9.13,17.50,0.23,8.78,5.55,28.77,0.46,6.89,7.07,38.32,1.87,0.23,0.00
43317,157,20,27,14,45,42,36,1,1,95,95,95,1,1,1,8.46,10.34,3.82,9.52,4.55,4.55,0.00,16.00,15.38,45.86,0.00,0.00,0.00
43318,4949,75,83,54,11,77,79,36,81,85,85,51,1,11,11,24.09,17.91,0.44,18.81,10.30,27.65,5.29,12.23,11.58,40.23,0.00,1.52,0.17
43319,732,11,2,1,1,77,31,1,1,1,1,94,49,1,1,2.32,3.59,0.00,18.64,4.04,2.61,0.00,0.00,0.00,45.22,7.92,0.00,0.00
43320,1879,27,10,13,10,39,34,36,86,65,65,77,20,7,1,4.85,9.91,0.37,8.84,4.32,27.34,6.76,9.18,8.10,42.26,2.61,1.06,0.00
43321,338,46,51,98,1,51,1,42,1,34,34,5,20,1,1,13.81,38.89,0.00,11.22,0.00,29.84,0.00,6.47,7.69,34.62,2.66,0.00,0.00
43322,368,50,41,80,1,55,29,54,1,71,71,78,16,12,1,11.41,24.75,0.00,12.20,3.82,34.39,0.00,9.94,9.55,42.39,2.17,1.63,0.00
43323,685,14,51,1,18,24,7,23,1,13,13,99,20,1,1,13.72,2.98,0.88,6.46,1.64,22.70,0.00,4.60,6.61,50.95,2.63,0.00,0.00
43324,2764,11,11,14,11,42,28,7,23,11,11,38,22,20,1,5.17,10.19,0.47,9.50,3.81,13.62,1.02,4.39,4.28,39.40,2.89,2.71,0.00
43326,13255,63,69,38,12,54,83,48,57,82,82,84,15,3,10,18.67,14.86,0.51,12.01,11.76,32.07,2.54,11.74,9.99,43.10,2.07,0.35,0.14
43330,76,44,12,98,1,80,84,22,1,1,1,86,1,1,1,5.26,40.74,0.00,20.00,12.20,21.95,0.00,0.00,0.00,43.42,0.00,0.00,0.00
43331,4450,52,61,53,5,62,51,23,26,75,75,47,3,3,1,16.31,17.61,0.04,13.81,6.01,22.56,1.11,10.55,9.80,40.00,0.36,0.34,0.00
43332,1577,53,66,21,1,47,73,52,37,76,76,96,52,29,1,17.88,11.75,0.00,10.39,8.95,33.71,1.54,10.63,9.42,45.91,8.88,4.19,0.00
43333,675,10,28,28,11,33,1,4,1,1,1,2,21,13,1,8.66,12.97,0.44,7.88,0.00,10.92,0.00,1.43,0.84,31.85,2.81,1.78,0.00
43334,7000,30,26,29,1,73,32,18,13,43,43,2,18,2,1,8.26,13.16,0.00,17.11,4.11,20.52,0.64,7.19,6.96,31.57,2.49,0.03,0.00
43336,0,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43337,1048,10,8,3,8,66,25,1,1,2,2,5,1,1,1,4.48,5.68,0.29,14.96,3.52,4.02,0.00,2.63,2.35,34.92,0.00,0.00,0.00
43338,10113,33,41,46,15,39,50,20,12,57,57,55,4,4,1,11.38,16.38,0.72,8.86,5.86,21.16,0.58,8.46,7.79,40.51,0.69,0.63,0.00
43340,2005,62,93,6,12,67,89,11,87,78,78,57,1,2,1,31.26,7.59,0.50,15.34,15.82,16.84,7.31,10.89,8.24,40.65,0.00,0.10,0.00
43341,1469,22,49,10,19,58,6,22,1,6,6,11,1,1,1,13.27,9.26,0.95,12.74,1.48,22.03,0.00,3.74,3.74,36.42,0.00,0.00,0.00
43342,3011,17,14,40,6,29,31,14,1,56,56,39,13,3,43,5.83,15.32,0.13,7.29,4.03,18.34,0.00,8.38,8.08,39.42,1.86,0.30,1.73
43343,1331,49,55,72,7,54,43,37,1,57,57,2,9,6,1,14.75,22.22,0.23,11.93,5.17,28.02,0.00,8.45,8.83,32.68,1.43,0.90,0.00
43344,5650,40,39,60,4,47,49,26,34,47,47,54,5,12,1,10.89,19.16,0.04,10.31,5.77,23.63,1.42,7.55,6.69,40.44,0.78,1.58,0.00
43345,659,23,35,52,30,34,16,2,1,63,63,3,1,4,1,10.02,17.39,1.82,8.00,2.65,7.58,0.00,9.02,8.22,33.23,0.00,0.61,0.00
43347,1534,22,55,7,17,22,26,10,20,65,65,91,1,2,38,14.80,8.15,0.85,6.10,3.62,15.91,0.90,9.15,6.72,44.46,0.00,0.26,1.45
43348,1646,81,90,96,14,64,84,69,6,73,73,77,1,5,1,28.23,35.65,0.67,14.22,12.27,41.56,0.26,10.25,10.77,42.28,0.00,0.67,0.00
43351,10698,51,55,49,6,46,61,50,42,46,46,80,22,11,29,14.79,16.98,0.14,10.21,7.14,32.85,1.75,7.41,7.31,42.58,2.99,1.50,0.98
43356,1137,5,16,1,1,16,33,6,14,1,1,73,29,7,17,6.24,2.49,0.00,5.04,4.23,13.14,0.67,0.56,0.49,41.95,3.96,1.06,0.45
43357,4436,5,3,5,25,22,30,11,12,18,18,66,14,8,13,2.85,7.10,1.40,6.12,3.96,16.80,0.57,5.15,4.59,41.28,1.92,1.17,0.25
43358,2705,24,36,40,9,42,2,9,75,3,3,21,10,6,1,10.24,15.24,0.33,9.43,0.68,15.51,4.20,2.80,2.82,37.86,1.48,0.81,0.00
43359,720,15,48,26,1,14,1,24,1,14,14,3,1,5,1,13.03,12.78,0.00,4.62,0.00,22.73,0.00,4.78,4.49,33.19,0.00,0.69,0.00
43360,1684,11,3,18,1,10,21,16,70,41,41,9,1,21,49,2.96,11.13,0.00,3.94,3.12,19.32,3.57,7.04,6.93,36.05,0.00,2.85,2.23
43402,32788,59,90,41,46,18,68,84,31,34,34,82,36,33,45,28.35,15.52,4.07,5.43,8.08,52.03,1.32,6.47,5.30,42.83,5.14,4.82,1.89
43403,5449,2,1,1,74,1,1,1,1,100,100,100,31,24,1,0.00,0.00,13.34,0.00,0.00,0.00,0.00,31.07,28.41,57.11,4.22,3.30,0.00
43406,1744,59,77,85,5,47,12,51,6,80,80,24,58,6,1,21.51,26.53,0.06,10.41,2.29,33.24,0.29,11.36,10.53,38.25,10.89,0.80,0.00
43407,753,5,1,2,46,15,2,1,84,19,19,4,65,1,1,1.33,5.31,4.12,4.97,0.38,0.38,6.08,5.26,5.94,34.13,14.61,0.00,0.00
43408,307,28,73,78,1,11,21,1,1,3,3,53,52,3,51,20.20,23.86,0.00,4.19,3.17,5.56,0.00,2.74,4.03,40.39,8.79,0.33,2.38
43410,10455,35,44,67,4,36,24,30,1,48,48,11,36,6,24,11.96,20.66,0.01,8.37,3.45,25.26,0.00,7.62,7.62,36.49,5.03,0.89,0.74
43412,4586,18,15,66,12,27,27,11,1,22,22,3,40,3,29,6.07,20.63,0.55,6.95,3.64,16.68,0.00,5.49,5.40,33.73,5.84,0.44,1.00
43413,1645,15,25,38,5,36,4,4,7,32,32,78,26,5,41,8.10,14.93,0.12,8.45,1.25,11.21,0.36,6.31,6.08,42.43,3.47,0.73,1.60
43416,2837,7,33,3,6,4,26,12,1,18,18,68,21,3,1,9.72,5.71,0.18,2.49,3.63,17.21,0.00,5.17,3.63,41.49,2.78,0.39,0.00
43420,30452,57,65,69,55,50,62,39,26,62,62,52,61,12,31,17.38,21.22,5.86,11.05,7.31,28.54,1.12,8.88,7.07,40.34,12.49,1.66,1.08
43430,4895,12,25,32,18,26,24,10,1,6,6,19,43,10,28,7.98,13.85,0.88,6.66,3.40,16.19,0.00,3.75,3.75,37.67,6.37,1.33,0.96
43431,4515,37,50,71,4,49,16,23,8,31,31,75,51,2,1,13.53,22.01,0.04,10.86,2.67,22.36,0.37,6.23,5.99,42.13,8.62,0.13,0.00
43432,1201,3,1,20,1,31,1,1,1,4,4,1,1,1,1,0.00,11.63,0.00,7.56,0.00,4.75,0.00,3.23,3.22,28.64,0.00,0.00,0.00
43433,20,12,1,1,1,100,1,1,1,1,1,1,1,1,1,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43434,128,72,100,99,1,79,14,64,1,1,1,1,1,1,1,55.47,42.42,0.00,19.40,2.44,39.02,0.00,0.00,0.00,28.13,0.00,0.00,0.00
43435,1319,15,34,11,1,48,4,12,8,5,5,1,8,3,1,9.91,9.57,0.00,10.70,1.20,17.00,0.40,3.57,3.26,30.55,1.29,0.38,0.00
43437,472,55,73,33,1,64,7,37,67,92,92,63,63,3,1,20.13,13.97,0.00,14.29,1.64,27.87,3.28,14.43,14.43,41.10,13.35,0.42,0.00
43438,138,14,1,41,1,40,1,1,1,91,91,100,5,1,1,1.45,15.56,0.00,9.02,0.00,6.58,0.00,14.00,11.67,55.07,0.72,0.00,0.00
43439,50,27,1,1,1,98,1,32,94,1,1,1,1,1,1,0.00,0.00,0.00,40.91,0.00,25.93,11.11,0.00,0.00,26.00,0.00,0.00,0.00
43440,4921,12,36,6,18,17,10,13,1,55,55,98,3,10,19,10.28,7.57,0.93,5.24,2.08,17.56,0.00,8.23,7.43,47.98,0.47,1.32,0.54
43442,1378,26,55,9,28,51,1,15,25,41,41,30,60,9,54,14.73,8.94,1.67,11.31,0.22,18.68,1.10,7.01,7.65,38.75,11.76,1.31,2.64
43443,1860,7,20,18,1,10,1,7,18,34,34,13,35,10,13,6.94,11.13,0.00,3.95,0.27,14.17,0.82,6.45,6.30,36.77,4.89,1.34,0.27
43445,1225,15,52,2,1,11,1,1,71,35,35,90,62,1,1,14.12,4.99,0.00,4.08,0.00,4.52,3.62,6.59,6.83,44.24,12.82,0.00,0.00
43446,142,1,1,1,1,1,34,1,1,2,2,100,1,37,1,0.00,0.00,0.00,0.81,4.35,4.35,0.00,2.04,1.67,52.82,0.00,5.63,0.00
43447,3428,12,15,29,7,31,1,4,1,60,60,80,11,18,22,6.01,13.33,0.23,7.58,0.28,10.69,0.00,8.67,8.23,42.65,1.63,2.42,0.63
43449,8519,19,43,35,9,25,20,16,5,15,15,28,25,4,1,11.93,14.25,0.36,6.65,3.04,19.60,0.18,4.88,4.00,38.61,3.30,0.60,0.00
43450,3583,14,47,9,7,13,37,15,5,14,14,71,42,22,1,12.79,8.74,0.25,4.55,4.62,18.87,0.22,4.76,4.59,41.75,6.14,3.04,0.00
43451,952,14,12,2,17,51,16,29,1,27,27,3,47,24,55,5.25,4.17,0.84,11.21,2.70,25.07,0.00,5.88,5.93,32.88,7.46,3.26,2.70
43452,13490,43,45,52,29,45,70,33,27,44,44,68,48,6,20,12.32,17.55,1.73,9.93,8.39,26.38,1.16,7.22,6.91,41.45,7.74,0.86,0.55
43456,483,19,32,5,34,19,89,31,1,15,15,47,42,15,1,9.52,7.46,2.28,5.67,15.75,25.59,0.00,4.89,4.71,39.96,6.21,2.07,0.00
43457,1389,30,56,47,1,44,5,12,1,49,49,13,46,1,21,14.92,16.54,0.00,9.74,1.39,17.13,0.00,7.70,6.88,36.86,7.13,0.00,0.60
43458,485,47,60,69,1,52,33,26,29,37,37,5,9,2,1,15.96,21.43,0.00,11.58,4.27,23.78,1.22,6.73,6.41,34.85,1.44,0.21,0.00
43460,6431,18,24,40,31,19,25,37,1,23,23,24,27,15,1,7.84,15.19,1.97,5.68,3.55,27.87,0.00,5.58,4.97,38.27,3.67,2.07,0.00
